received_at,dev_eui,device_name,application_id,f_port,f_cnt,temperature,humidity,battery,eco2,tvoc,rssi,snr,gateway_id
﻿id,received_at,dev_eui,device_name,temperature,humidity,battery,eco2,tvoc,rssi,snr,gateway_id
105,2026-04-29T16:46:26.294279000+00:00,dc87888964b32cea,Node1,30.62,67.17,3.852,0.0,0.0,-76,7.28,0016c001f156c3ac
1105,2026-04-29T16:46:16.212285000+00:00,dc87888964b32ceb,AirNode1,29.57,51.02,3.961,408.6,407.8,-69,6.76,0016c001f156c3ad
2105,2026-04-29T16:45:46.108452000+00:00,dc87888964b32cec,AirNode2,26.64,49.23,3.98,538.5,65.3,-69,6.07,0016c001f156c3ab
1104,2026-04-29T16:42:00.082679000+00:00,dc87888964b32ceb,AirNode1,28.95,50.49,3.961,403.5,427.3,-61,9.25,0016c001f156c3ad
2104,2026-04-29T16:41:47.462400000+00:00,dc87888964b32cec,AirNode2,26.47,48.9,3.98,507.9,46.2,-69,6.75,0016c001f156c3ad
104,2026-04-29T16:41:26.870610000+00:00,dc87888964b32cea,Node1,30.48,66.82,3.853,0.0,0.0,-77,3.44,0016c001f156c3ac
103,2026-04-29T16:37:49.973591000+00:00,dc87888964b32cea,Node1,30.14,64.21,3.853,0.0,0.0,-83,6.31,0016c001f156c3ac
1103,2026-04-29T16:37:41.263675000+00:00,dc87888964b32ceb,AirNode1,28.64,50.41,3.961,456.4,405.7,-73,5.08,0016c001f156c3ab
2103,2026-04-29T16:37:38.018780000+00:00,dc87888964b32cec,AirNode2,26.26,49.34,3.98,435.2,37.6,-71,6.52,0016c001f156c3ab
2102,2026-04-29T16:33:26.551969000+00:00,dc87888964b32cec,AirNode2,26.09,48.7,3.98,400.0,62.4,-79,4.63,0016c001f156c3ad
1102,2026-04-29T16:32:50.006619000+00:00,dc87888964b32ceb,AirNode1,29.13,49.0,3.961,448.9,413.8,-69,3.66,0016c001f156c3ab
102,2026-04-29T16:32:49.089418000+00:00,dc87888964b32cea,Node1,30.54,64.32,3.853,0.0,0.0,-83,4.72,0016c001f156c3ac
2101,2026-04-29T16:28:41.795189000+00:00,dc87888964b32cec,AirNode2,25.86,48.61,3.981,400.0,65.7,-80,8.2,0016c001f156c3ad
101,2026-04-29T16:28:37.251171000+00:00,dc87888964b32cea,Node1,30.24,63.28,3.853,0.0,0.0,-77,7.14,0016c001f156c3ab
1101,2026-04-29T16:28:23.428744000+00:00,dc87888964b32ceb,AirNode1,29.64,49.57,3.962,428.9,421.8,-77,5.84,0016c001f156c3ab
100,2026-04-29T16:24:47.523929000+00:00,dc87888964b32cea,Node1,29.83,64.35,3.853,0.0,0.0,-71,6.16,0016c001f156c3ac
2100,2026-04-29T16:24:41.938007000+00:00,dc87888964b32cec,AirNode2,25.61,47.46,3.981,471.7,39.5,-70,7.39,0016c001f156c3ab
1100,2026-04-29T16:24:37.327679000+00:00,dc87888964b32ceb,AirNode1,29.78,49.26,3.962,492.1,403.5,-73,4.58,0016c001f156c3ac
1099,2026-04-29T16:20:30.376474000+00:00,dc87888964b32ceb,AirNode1,29.64,49.8,3.962,543.4,392.0,-83,7.57,0016c001f156c3ad
2099,2026-04-29T16:20:25.989633000+00:00,dc87888964b32cec,AirNode2,25.37,47.19,3.981,432.3,27.4,-74,5.05,0016c001f156c3ad
99,2026-04-29T16:20:22.760647000+00:00,dc87888964b32cea,Node1,29.6,62.59,3.853,0.0,0.0,-74,5.46,0016c001f156c3ac
98,2026-04-29T16:15:55.785341000+00:00,dc87888964b32cea,Node1,29.12,62.67,3.854,0.0,0.0,-72,6.71,0016c001f156c3ac
1098,2026-04-29T16:15:41.398863000+00:00,dc87888964b32ceb,AirNode1,30.04,47.68,3.962,628.1,410.3,-67,5.27,0016c001f156c3ad
2098,2026-04-29T16:15:31.532577000+00:00,dc87888964b32cec,AirNode2,25.31,46.78,3.982,418.6,40.0,-79,5.87,0016c001f156c3ab
97,2026-04-29T16:11:57.451695000+00:00,dc87888964b32cea,Node1,28.83,61.47,3.854,0.0,0.0,-74,3.19,0016c001f156c3ab
2097,2026-04-29T16:11:52.997338000+00:00,dc87888964b32cec,AirNode2,25.61,45.83,3.982,459.5,19.9,-67,4.15,0016c001f156c3ad
1097,2026-04-29T16:11:10.191627000+00:00,dc87888964b32ceb,AirNode1,29.7,49.13,3.962,690.0,398.1,-76,3.17,0016c001f156c3ab
96,2026-04-29T16:07:35.775521000+00:00,dc87888964b32cea,Node1,28.92,63.5,3.854,0.0,0.0,-69,6.43,0016c001f156c3ab
2096,2026-04-29T16:07:30.760000000+00:00,dc87888964b32cec,AirNode2,25.65,46.61,3.982,502.5,42.7,-78,8.41,0016c001f156c3ad
1096,2026-04-29T16:06:57.375805000+00:00,dc87888964b32ceb,AirNode1,29.18,48.85,3.963,655.3,385.4,-75,5.75,0016c001f156c3ad
1095,2026-04-29T16:03:18.539792000+00:00,dc87888964b32ceb,AirNode1,28.52,49.49,3.963,699.3,371.4,-69,4.82,0016c001f156c3ab
2095,2026-04-29T16:02:52.963040000+00:00,dc87888964b32cec,AirNode2,26.21,46.48,3.983,551.8,18.9,-68,9.16,0016c001f156c3ad
95,2026-04-29T16:02:37.630389000+00:00,dc87888964b32cea,Node1,28.22,63.97,3.854,0.0,0.0,-72,4.95,0016c001f156c3ac
1094,2026-04-29T15:58:56.639809000+00:00,dc87888964b32ceb,AirNode1,28.57,50.59,3.963,677.5,368.4,-69,8.47,0016c001f156c3ad
94,2026-04-29T15:58:39.723799000+00:00,dc87888964b32cea,Node1,28.3,62.43,3.854,0.0,0.0,-77,7.78,0016c001f156c3ac
2094,2026-04-29T15:58:26.305226000+00:00,dc87888964b32cec,AirNode2,25.68,45.21,3.983,612.0,0.0,-71,3.67,0016c001f156c3ad
2093,2026-04-29T15:54:40.707730000+00:00,dc87888964b32cec,AirNode2,26.46,46.11,3.983,587.9,17.4,-77,5.26,0016c001f156c3ab
93,2026-04-29T15:53:48.790244000+00:00,dc87888964b32cea,Node1,28.67,63.27,3.855,0.0,0.0,-69,5.52,0016c001f156c3ad
1093,2026-04-29T15:53:45.945759000+00:00,dc87888964b32ceb,AirNode1,28.26,50.92,3.963,657.8,378.3,-76,8.17,0016c001f156c3ab
2092,2026-04-29T15:50:17.513120000+00:00,dc87888964b32cec,AirNode2,26.54,44.77,3.983,615.0,61.1,-78,4.68,0016c001f156c3ab
92,2026-04-29T15:50:09.878212000+00:00,dc87888964b32cea,Node1,29.11,62.97,3.855,0.0,0.0,-74,4.98,0016c001f156c3ac
1092,2026-04-29T15:50:01.670205000+00:00,dc87888964b32ceb,AirNode1,27.71,49.25,3.964,692.3,331.7,-75,6.14,0016c001f156c3ad
1091,2026-04-29T15:46:01.488974000+00:00,dc87888964b32ceb,AirNode1,27.78,49.44,3.964,671.4,335.5,-75,7.06,0016c001f156c3ab
91,2026-04-29T15:45:39.055965000+00:00,dc87888964b32cea,Node1,29.14,63.12,3.855,0.0,0.0,-74,4.81,0016c001f156c3ac
2091,2026-04-29T15:45:21.527436000+00:00,dc87888964b32cec,AirNode2,26.34,44.28,3.984,628.5,49.6,-81,5.97,0016c001f156c3ab
90,2026-04-29T15:41:39.103814000+00:00,dc87888964b32cea,Node1,28.6,62.84,3.856,0.0,0.0,-82,5.49,0016c001f156c3ad
2090,2026-04-29T15:40:54.507794000+00:00,dc87888964b32cec,AirNode2,26.55,44.38,3.984,587.9,46.3,-77,7.33,0016c001f156c3ab
1090,2026-04-29T15:40:51.016423000+00:00,dc87888964b32ceb,AirNode1,27.89,50.87,3.964,679.9,345.4,-85,2.41,0016c001f156c3ac
2089,2026-04-29T15:37:05.569616000+00:00,dc87888964b32cec,AirNode2,26.14,43.88,3.984,577.6,39.8,-72,5.26,0016c001f156c3ab
89,2026-04-29T15:36:41.319373000+00:00,dc87888964b32cea,Node1,28.74,61.7,3.856,0.0,0.0,-71,8.11,0016c001f156c3ac
1089,2026-04-29T15:36:29.444138000+00:00,dc87888964b32ceb,AirNode1,27.7,50.81,3.964,615.7,343.3,-80,5.02,0016c001f156c3ad
88,2026-04-29T15:33:05.642186000+00:00,dc87888964b32cea,Node1,29.06,61.82,3.856,0.0,0.0,-67,4.65,0016c001f156c3ad
2088,2026-04-29T15:33:01.095188000+00:00,dc87888964b32cec,AirNode2,26.35,44.08,3.984,617.2,40.3,-80,6.24,0016c001f156c3ac
1088,2026-04-29T15:32:15.197505000+00:00,dc87888964b32ceb,AirNode1,28.24,51.95,3.964,688.4,333.2,-84,4.59,0016c001f156c3ad
1087,2026-04-29T15:28:19.833489000+00:00,dc87888964b32ceb,AirNode1,28.08,52.58,3.965,685.0,322.4,-73,7.18,0016c001f156c3ad
2087,2026-04-29T15:28:18.348007000+00:00,dc87888964b32cec,AirNode2,26.64,44.51,3.985,600.8,55.7,-75,3.94,0016c001f156c3ab
87,2026-04-29T15:27:51.636510000+00:00,dc87888964b32cea,Node1,29.28,60.97,3.856,0.0,0.0,-66,8.4,0016c001f156c3ab
2086,2026-04-29T15:24:16.841512000+00:00,dc87888964b32cec,AirNode2,26.47,46.39,3.985,649.0,48.1,-75,7.02,0016c001f156c3ac
86,2026-04-29T15:24:07.809674000+00:00,dc87888964b32cea,Node1,28.91,60.17,3.856,0.0,0.0,-79,7.34,0016c001f156c3ac
1086,2026-04-29T15:24:05.425936000+00:00,dc87888964b32ceb,AirNode1,28.68,51.94,3.965,692.1,325.0,-75,7.11,0016c001f156c3ad
2085,2026-04-29T15:19:54.190931000+00:00,dc87888964b32cec,AirNode2,27.29,45.93,3.985,614.8,56.1,-78,2.71,0016c001f156c3ab
1085,2026-04-29T15:19:44.797481000+00:00,dc87888964b32ceb,AirNode1,28.71,51.58,3.965,781.3,336.0,-73,7.34,0016c001f156c3ad
85,2026-04-29T15:19:28.498010000+00:00,dc87888964b32cea,Node1,29.39,60.07,3.857,0.0,0.0,-68,4.17,0016c001f156c3ab
1084,2026-04-29T15:15:41.977633000+00:00,dc87888964b32ceb,AirNode1,28.56,51.66,3.965,746.7,363.1,-72,5.56,0016c001f156c3ac
2084,2026-04-29T15:15:31.082487000+00:00,dc87888964b32cec,AirNode2,26.26,46.23,3.985,633.3,49.7,-74,7.23,0016c001f156c3ad
84,2026-04-29T15:15:28.666647000+00:00,dc87888964b32cea,Node1,30.0,61.06,3.857,0.0,0.0,-76,5.76,0016c001f156c3ad
1083,2026-04-29T15:10:52.584149000+00:00,dc87888964b32ceb,AirNode1,29.28,49.68,3.966,726.7,357.9,-74,5.75,0016c001f156c3ac
83,2026-04-29T15:10:50.023031000+00:00,dc87888964b32cea,Node1,29.84,61.7,3.857,0.0,0.0,-80,6.63,0016c001f156c3ad
2083,2026-04-29T15:10:47.794620000+00:00,dc87888964b32cec,AirNode2,26.12,46.71,3.985,577.9,61.3,-93,7.45,0016c001f156c3ab
2082,2026-04-29T15:07:09.871162000+00:00,dc87888964b32cec,AirNode2,26.09,48.63,3.986,623.0,66.7,-86,5.89,0016c001f156c3ad
82,2026-04-29T15:06:40.555171000+00:00,dc87888964b32cea,Node1,29.72,60.9,3.857,0.0,0.0,-75,4.01,0016c001f156c3ac
1082,2026-04-29T15:06:26.070850000+00:00,dc87888964b32ceb,AirNode1,29.46,50.7,3.966,800.9,364.8,-83,5.25,0016c001f156c3ab
81,2026-04-29T15:02:52.280499000+00:00,dc87888964b32cea,Node1,30.07,59.92,3.858,0.0,0.0,-76,5.39,0016c001f156c3ac
1081,2026-04-29T15:02:47.368124000+00:00,dc87888964b32ceb,AirNode1,29.14,50.19,3.966,770.8,370.0,-80,6.6,0016c001f156c3ab
2081,2026-04-29T15:02:15.752455000+00:00,dc87888964b32cec,AirNode2,26.49,49.05,3.986,695.6,42.2,-81,3.73,0016c001f156c3ad
1080,2026-04-29T14:58:33.527676000+00:00,dc87888964b32ceb,AirNode1,29.58,52.1,3.966,805.1,400.1,-86,4.66,0016c001f156c3ab
80,2026-04-29T14:58:19.197377000+00:00,dc87888964b32cea,Node1,30.32,61.36,3.858,0.0,0.0,-77,6.98,0016c001f156c3ac
2080,2026-04-29T14:58:18.909015000+00:00,dc87888964b32cec,AirNode2,26.06,50.11,3.986,718.2,46.3,-67,5.87,0016c001f156c3ad
1079,2026-04-29T14:53:58.605132000+00:00,dc87888964b32ceb,AirNode1,29.52,52.39,3.967,732.6,399.6,-71,5.78,0016c001f156c3ad
79,2026-04-29T14:53:39.644415000+00:00,dc87888964b32cea,Node1,29.62,61.83,3.858,0.0,0.0,-71,7.6,0016c001f156c3ab
2079,2026-04-29T14:53:22.929516000+00:00,dc87888964b32cec,AirNode2,24.79,48.98,3.986,723.1,48.7,-74,5.17,0016c001f156c3ab
78,2026-04-29T14:49:49.921496000+00:00,dc87888964b32cea,Node1,30.09,64.1,3.858,0.0,0.0,-77,5.22,0016c001f156c3ad
1078,2026-04-29T14:49:45.552536000+00:00,dc87888964b32ceb,AirNode1,30.24,52.93,3.967,652.0,394.9,-76,5.49,0016c001f156c3ac
2078,2026-04-29T14:49:05.768087000+00:00,dc87888964b32cec,AirNode2,24.23,47.68,3.987,761.4,75.0,-70,5.35,0016c001f156c3ac
77,2026-04-29T14:45:18.369180000+00:00,dc87888964b32cea,Node1,30.11,63.67,3.858,0.0,0.0,-69,5.19,0016c001f156c3ac
1077,2026-04-29T14:45:09.575545000+00:00,dc87888964b32ceb,AirNode1,30.12,52.5,3.967,666.7,406.2,-65,5.45,0016c001f156c3ac
2077,2026-04-29T14:45:01.124893000+00:00,dc87888964b32cec,AirNode2,23.66,48.73,3.987,727.3,71.4,-75,4.88,0016c001f156c3ad
2076,2026-04-29T14:41:06.435474000+00:00,dc87888964b32cec,AirNode2,23.98,49.45,3.987,705.6,34.5,-72,8.23,0016c001f156c3ab
76,2026-04-29T14:40:41.981340000+00:00,dc87888964b32cea,Node1,29.83,65.25,3.858,0.0,0.0,-78,6.32,0016c001f156c3ad
1076,2026-04-29T14:40:25.537352000+00:00,dc87888964b32ceb,AirNode1,30.23,54.62,3.968,748.9,454.2,-68,5.53,0016c001f156c3ab
1075,2026-04-29T14:36:52.490133000+00:00,dc87888964b32ceb,AirNode1,29.61,53.2,3.968,790.4,443.8,-78,7.04,0016c001f156c3ab
2075,2026-04-29T14:36:48.579363000+00:00,dc87888964b32cec,AirNode2,23.55,49.81,3.987,704.3,45.1,-71,5.91,0016c001f156c3ad
75,2026-04-29T14:36:18.758239000+00:00,dc87888964b32cea,Node1,29.57,64.87,3.858,0.0,0.0,-68,6.74,0016c001f156c3ac
74,2026-04-29T14:32:34.676681000+00:00,dc87888964b32cea,Node1,29.59,65.91,3.858,0.0,0.0,-64,9.6,0016c001f156c3ad
1074,2026-04-29T14:32:08.703339000+00:00,dc87888964b32ceb,AirNode1,30.07,52.75,3.968,770.1,426.2,-72,6.51,0016c001f156c3ad
2074,2026-04-29T14:31:55.010165000+00:00,dc87888964b32cec,AirNode2,23.49,50.99,3.988,718.1,30.4,-75,3.94,0016c001f156c3ab
2073,2026-04-29T14:27:58.098431000+00:00,dc87888964b32cec,AirNode2,23.1,51.99,3.988,772.9,23.6,-75,4.81,0016c001f156c3ab
73,2026-04-29T14:27:30.109578000+00:00,dc87888964b32cea,Node1,29.4,66.03,3.858,0.0,0.0,-79,5.64,0016c001f156c3ac
1073,2026-04-29T14:27:23.042004000+00:00,dc87888964b32ceb,AirNode1,30.19,53.76,3.968,747.8,426.2,-71,6.8,0016c001f156c3ad
1072,2026-04-29T14:24:00.680198000+00:00,dc87888964b32ceb,AirNode1,29.83,54.44,3.968,746.5,414.1,-76,6.68,0016c001f156c3ab
2072,2026-04-29T14:23:43.761995000+00:00,dc87888964b32cec,AirNode2,23.32,51.29,3.988,737.0,32.4,-73,8.78,0016c001f156c3ac
72,2026-04-29T14:23:34.505593000+00:00,dc87888964b32cea,Node1,28.97,66.99,3.859,0.0,0.0,-70,2.85,0016c001f156c3ac
1071,2026-04-29T14:19:29.345989000+00:00,dc87888964b32ceb,AirNode1,29.82,55.06,3.969,749.1,414.7,-80,5.99,0016c001f156c3ab
71,2026-04-29T14:19:26.791077000+00:00,dc87888964b32cea,Node1,29.53,69.28,3.859,0.0,0.0,-68,6.63,0016c001f156c3ad
2071,2026-04-29T14:18:50.746382000+00:00,dc87888964b32cec,AirNode2,23.76,50.8,3.988,731.4,14.5,-82,8.83,0016c001f156c3ab
70,2026-04-29T14:14:44.717129000+00:00,dc87888964b32cea,Node1,29.99,67.91,3.859,0.0,0.0,-62,4.66,0016c001f156c3ac
2070,2026-04-29T14:14:40.974503000+00:00,dc87888964b32cec,AirNode2,23.46,49.63,3.989,773.4,32.1,-75,5.14,0016c001f156c3ac
1070,2026-04-29T14:14:36.517688000+00:00,dc87888964b32ceb,AirNode1,29.44,54.31,3.969,805.6,410.9,-71,4.72,0016c001f156c3ab
2069,2026-04-29T14:10:48.287955000+00:00,dc87888964b32cec,AirNode2,23.68,49.58,3.989,772.5,19.5,-67,5.82,0016c001f156c3ab
1069,2026-04-29T14:10:23.191486000+00:00,dc87888964b32ceb,AirNode1,29.77,54.27,3.969,852.1,367.7,-75,6.13,0016c001f156c3ad
69,2026-04-29T14:10:04.536415000+00:00,dc87888964b32cea,Node1,29.67,68.78,3.859,0.0,0.0,-78,4.73,0016c001f156c3ac
2068,2026-04-29T14:06:29.911297000+00:00,dc87888964b32cec,AirNode2,23.24,51.34,3.99,768.5,14.7,-65,6.76,0016c001f156c3ab
68,2026-04-29T14:06:07.245534000+00:00,dc87888964b32cea,Node1,30.6,68.83,3.86,0.0,0.0,-77,6.56,0016c001f156c3ac
1068,2026-04-29T14:06:00.017566000+00:00,dc87888964b32ceb,AirNode1,29.99,54.95,3.97,840.0,357.6,-71,5.11,0016c001f156c3ac
1067,2026-04-29T14:02:23.204437000+00:00,dc87888964b32ceb,AirNode1,29.95,54.7,3.97,854.4,357.3,-74,5.22,0016c001f156c3ab
2067,2026-04-29T14:02:07.158403000+00:00,dc87888964b32cec,AirNode2,23.2,53.33,3.99,776.7,0.0,-79,5.35,0016c001f156c3ac
67,2026-04-29T14:01:57.627019000+00:00,dc87888964b32cea,Node1,31.51,69.38,3.86,0.0,0.0,-75,4.4,0016c001f156c3ad
66,2026-04-29T13:57:50.878463000+00:00,dc87888964b32cea,Node1,31.77,68.79,3.86,0.0,0.0,-72,5.47,0016c001f156c3ab
1066,2026-04-29T13:57:36.260240000+00:00,dc87888964b32ceb,AirNode1,29.66,56.59,3.97,828.5,332.4,-82,8.17,0016c001f156c3ad
2066,2026-04-29T13:57:06.577594000+00:00,dc87888964b32cec,AirNode2,23.16,53.89,3.99,830.7,0.0,-77,5.26,0016c001f156c3ac
2065,2026-04-29T13:53:21.433162000+00:00,dc87888964b32cec,AirNode2,23.6,52.49,3.99,880.0,0.0,-75,6.5,0016c001f156c3ab
1065,2026-04-29T13:53:14.136001000+00:00,dc87888964b32ceb,AirNode1,29.99,56.98,3.97,808.8,361.8,-79,5.7,0016c001f156c3ad
65,2026-04-29T13:52:54.726930000+00:00,dc87888964b32cea,Node1,30.87,69.69,3.86,0.0,0.0,-73,7.01,0016c001f156c3ab
2064,2026-04-29T13:48:59.976066000+00:00,dc87888964b32cec,AirNode2,23.84,52.18,3.991,865.6,0.0,-76,7.02,0016c001f156c3ab
1064,2026-04-29T13:48:34.442844000+00:00,dc87888964b32ceb,AirNode1,29.72,57.21,3.971,873.9,368.4,-62,3.96,0016c001f156c3ad
64,2026-04-29T13:48:32.877574000+00:00,dc87888964b32cea,Node1,31.31,70.66,3.861,0.0,0.0,-70,5.55,0016c001f156c3ab
1063,2026-04-29T13:44:53.544725000+00:00,dc87888964b32ceb,AirNode1,29.58,57.0,3.971,929.4,376.4,-81,6.68,0016c001f156c3ab
63,2026-04-29T13:44:41.299082000+00:00,dc87888964b32cea,Node1,31.64,71.77,3.861,0.0,0.0,-71,6.85,0016c001f156c3ab
2063,2026-04-29T13:44:14.835196000+00:00,dc87888964b32cec,AirNode2,23.18,53.63,3.991,849.5,18.3,-74,4.37,0016c001f156c3ac
62,2026-04-29T13:40:39.691487000+00:00,dc87888964b32cea,Node1,31.76,71.67,3.861,0.0,0.0,-62,8.12,0016c001f156c3ab
2062,2026-04-29T13:40:36.394609000+00:00,dc87888964b32cec,AirNode2,23.27,55.27,3.991,861.5,30.5,-71,5.6,0016c001f156c3ad
1062,2026-04-29T13:39:58.280738000+00:00,dc87888964b32ceb,AirNode1,28.97,56.28,3.971,907.9,365.0,-75,3.4,0016c001f156c3ab
2061,2026-04-29T13:36:07.168459000+00:00,dc87888964b32cec,AirNode2,23.63,56.01,3.992,805.5,29.8,-67,7.11,0016c001f156c3ac
1061,2026-04-29T13:35:32.399945000+00:00,dc87888964b32ceb,AirNode1,28.67,55.75,3.971,947.6,356.1,-78,3.78,0016c001f156c3ad
61,2026-04-29T13:35:31.171358000+00:00,dc87888964b32cea,Node1,31.85,73.18,3.861,0.0,0.0,-76,7.5,0016c001f156c3ad
60,2026-04-29T13:31:46.533505000+00:00,dc87888964b32cea,Node1,31.74,71.8,3.862,0.0,0.0,-65,6.82,0016c001f156c3ab
1060,2026-04-29T13:31:30.216874000+00:00,dc87888964b32ceb,AirNode1,29.27,53.79,3.971,1030.5,349.7,-78,4.45,0016c001f156c3ad
2060,2026-04-29T13:31:17.683028000+00:00,dc87888964b32cec,AirNode2,23.16,56.27,3.992,798.2,18.4,-79,5.71,0016c001f156c3ac
2059,2026-04-29T13:27:30.027174000+00:00,dc87888964b32cec,AirNode2,22.29,55.67,3.992,779.3,30.3,-74,7.14,0016c001f156c3ac
1059,2026-04-29T13:27:24.344719000+00:00,dc87888964b32ceb,AirNode1,28.85,54.15,3.972,1041.6,367.1,-75,7.08,0016c001f156c3ab
59,2026-04-29T13:27:09.565089000+00:00,dc87888964b32cea,Node1,31.36,72.45,3.862,0.0,0.0,-79,5.43,0016c001f156c3ad
2058,2026-04-29T13:23:29.027979000+00:00,dc87888964b32cec,AirNode2,22.61,56.83,3.993,769.3,40.2,-66,5.44,0016c001f156c3ad
58,2026-04-29T13:23:21.607593000+00:00,dc87888964b32cea,Node1,31.12,70.85,3.862,0.0,0.0,-73,6.32,0016c001f156c3ad
1058,2026-04-29T13:23:21.134526000+00:00,dc87888964b32ceb,AirNode1,28.23,53.41,3.972,1022.6,384.6,-73,7.54,0016c001f156c3ad
1057,2026-04-29T13:18:56.549302000+00:00,dc87888964b32ceb,AirNode1,27.81,53.52,3.972,1060.5,363.3,-77,6.22,0016c001f156c3ab
57,2026-04-29T13:18:32.095773000+00:00,dc87888964b32cea,Node1,31.49,71.37,3.862,0.0,0.0,-63,6.65,0016c001f156c3ac
2057,2026-04-29T13:18:18.885819000+00:00,dc87888964b32cec,AirNode2,21.82,57.34,3.993,764.2,63.1,-72,5.54,0016c001f156c3ac
2056,2026-04-29T13:14:45.652782000+00:00,dc87888964b32cec,AirNode2,21.43,55.86,3.993,761.5,56.5,-72,2.46,0016c001f156c3ad
56,2026-04-29T13:14:40.926631000+00:00,dc87888964b32cea,Node1,30.95,69.46,3.863,0.0,0.0,-73,7.15,0016c001f156c3ac
1056,2026-04-29T13:14:39.919282000+00:00,dc87888964b32ceb,AirNode1,28.42,53.96,3.972,980.9,372.4,-78,5.75,0016c001f156c3ad
1055,2026-04-29T13:10:27.460713000+00:00,dc87888964b32ceb,AirNode1,28.3,55.22,3.972,964.2,353.4,-75,6.53,0016c001f156c3ac
55,2026-04-29T13:10:13.852581000+00:00,dc87888964b32cea,Node1,30.87,69.56,3.863,0.0,0.0,-74,4.5,0016c001f156c3ad
2055,2026-04-29T13:09:40.390175000+00:00,dc87888964b32cec,AirNode2,21.24,54.84,3.993,803.0,40.4,-76,6.21,0016c001f156c3ab
54,2026-04-29T13:05:37.725106000+00:00,dc87888964b32cea,Node1,31.43,68.29,3.863,0.0,0.0,-75,4.47,0016c001f156c3ac
1054,2026-04-29T13:05:37.529399000+00:00,dc87888964b32ceb,AirNode1,28.14,55.1,3.973,930.3,335.2,-74,5.5,0016c001f156c3ac
2054,2026-04-29T13:05:35.618590000+00:00,dc87888964b32cec,AirNode2,21.9,55.58,3.993,820.9,47.1,-75,2.71,0016c001f156c3ad
1053,2026-04-29T13:01:55.873072000+00:00,dc87888964b32ceb,AirNode1,27.94,54.06,3.973,912.8,325.5,-72,5.81,0016c001f156c3ab
53,2026-04-29T13:01:47.980501000+00:00,dc87888964b32cea,Node1,31.72,67.53,3.863,0.0,0.0,-80,8.89,0016c001f156c3ad
2053,2026-04-29T13:01:44.032916000+00:00,dc87888964b32cec,AirNode2,21.85,54.94,3.994,853.8,19.9,-84,1.93,0016c001f156c3ac
1052,2026-04-29T12:57:34.662058000+00:00,dc87888964b32ceb,AirNode1,28.38,52.71,3.973,980.8,335.7,-72,6.81,0016c001f156c3ac
52,2026-04-29T12:57:00.576542000+00:00,dc87888964b32cea,Node1,31.38,66.82,3.864,0.0,0.0,-74,7.27,0016c001f156c3ad
2052,2026-04-29T12:56:39.714205000+00:00,dc87888964b32cec,AirNode2,22.49,55.05,3.994,867.3,7.9,-76,8.04,0016c001f156c3ac
2051,2026-04-29T12:53:15.271730000+00:00,dc87888964b32cec,AirNode2,22.13,55.6,3.994,842.8,0.0,-65,6.02,0016c001f156c3ab
1051,2026-04-29T12:52:34.136491000+00:00,dc87888964b32ceb,AirNode1,28.54,52.47,3.974,925.2,329.2,-79,6.8,0016c001f156c3ac
51,2026-04-29T12:52:28.234175000+00:00,dc87888964b32cea,Node1,31.26,66.81,3.864,0.0,0.0,-80,9.32,0016c001f156c3ab
50,2026-04-29T12:48:24.482272000+00:00,dc87888964b32cea,Node1,31.29,64.9,3.864,0.0,0.0,-80,6.97,0016c001f156c3ab
1050,2026-04-29T12:48:23.577702000+00:00,dc87888964b32ceb,AirNode1,28.53,53.21,3.974,891.3,349.2,-66,4.62,0016c001f156c3ad
2050,2026-04-29T12:48:23.570943000+00:00,dc87888964b32cec,AirNode2,22.05,53.43,3.994,881.3,3.6,-75,6.21,0016c001f156c3ac
49,2026-04-29T12:44:23.238170000+00:00,dc87888964b32cea,Node1,30.76,64.4,3.865,0.0,0.0,-71,8.77,0016c001f156c3ad
1049,2026-04-29T12:44:12.837870000+00:00,dc87888964b32ceb,AirNode1,28.27,53.0,3.974,910.7,335.2,-69,5.9,0016c001f156c3ac
2049,2026-04-29T12:44:10.502630000+00:00,dc87888964b32cec,AirNode2,21.74,53.83,3.995,858.0,27.4,-75,6.53,0016c001f156c3ac
1048,2026-04-29T12:39:59.752266000+00:00,dc87888964b32ceb,AirNode1,27.33,51.96,3.974,953.8,355.9,-76,5.24,0016c001f156c3ab
48,2026-04-29T12:39:40.458204000+00:00,dc87888964b32cea,Node1,30.27,64.86,3.865,0.0,0.0,-69,3.04,0016c001f156c3ab
2048,2026-04-29T12:39:22.165518000+00:00,dc87888964b32cec,AirNode2,21.94,54.52,3.995,825.4,21.0,-78,8.6,0016c001f156c3ac
47,2026-04-29T12:35:53.510216000+00:00,dc87888964b32cea,Node1,29.74,63.14,3.865,0.0,0.0,-79,5.91,0016c001f156c3ac
2047,2026-04-29T12:35:24.034697000+00:00,dc87888964b32cec,AirNode2,22.06,54.87,3.995,848.4,33.9,-84,5.12,0016c001f156c3ad
1047,2026-04-29T12:35:11.483862000+00:00,dc87888964b32ceb,AirNode1,27.31,50.86,3.974,940.7,350.7,-79,3.51,0016c001f156c3ab
2046,2026-04-29T12:31:17.753874000+00:00,dc87888964b32cec,AirNode2,22.06,53.14,3.995,810.3,13.3,-79,5.43,0016c001f156c3ac
46,2026-04-29T12:31:04.524087000+00:00,dc87888964b32cea,Node1,29.65,61.48,3.865,0.0,0.0,-82,3.22,0016c001f156c3ab
